"","SYMBOL","GENENAME","ENTREZID","logFC","logCPM","F","PValue","FDR","direction"
"ENSMUSG00000024944","Arl2","ADP-ribosylation factor-like 2",56327,-1.31368241456819,2.9706164088331,17.7817544287078,0.000231179578386014,0.00601482422653678,"down"
"ENSMUSG00000016427","Ndufa1","NADH:ubiquinone oxidoreductase subunit A1",54405,-1.23688556060912,6.70966043838934,17.7699415865375,0.000232059712445574,0.00602641857462222,"down"
"ENSMUSG00000022514","Il1rap","interleukin 1 receptor accessory protein",16180,-2.72080775687827,6.10059675306719,17.7656259708262,0.000232382151907181,0.00602641857462222,"down"
"ENSMUSG00000018501","Ncor1","nuclear receptor co-repressor 1",20185,1.24509771479425,6.53454432348565,17.7352532098692,0.000234665109071705,0.00607572769390042,"up"
"ENSMUSG00000027650","Tti1","TELO2 interacting protein 1",75425,0.829123759248777,4.15757902765344,17.7253758260504,0.00023541272526345,0.00608518964995115,"up"
"ENSMUSG00000010067","Rassf1","Ras association (RalGDS/AF-6) domain family member 1",56289,-1.36838332975381,3.9003126724545,17.7056384534409,0.000236914322919907,0.00609849246214827,"down"
"ENSMUSG00000035967","Ints6l","integrator complex subunit 6 like",236790,-1.99091085997826,3.50648989368585,17.7036997045727,0.000237062375264121,0.00609849246214827,"down"
"ENSMUSG00000031601","Cnot7","CCR4-NOT transcription complex, subunit 7",18983,-0.950880529898815,4.93066894941507,17.7035166794115,0.000237076357097895,0.00609849246214827,"down"
"ENSMUSG00000059355","Wdr83os","WD repeat domain 83 opposite strand",414077,-0.846441766868755,5.14323939745653,17.6937975991986,0.000237820101450553,0.00610027267214112,"down"
"ENSMUSG00000034379","Wdr5b","WD repeat domain 5B",69544,-1.6423610738404,1.49414786391709,17.6905925026937,0.000238065918432271,0.00610027267214112,"down"
"ENSMUSG00000028857","Tmem222","transmembrane protein 222",52174,-0.946659489329399,4.96049994979303,17.6876101888269,0.000238294894308345,0.00610027267214112,"down"
"ENSMUSG00000035851","Ythdc1","YTH domain containing 1",231386,-1.17941767515689,5.41070740511703,17.673041522861,0.000239416854829582,0.00611062777923983,"down"
"ENSMUSG00000017943","Gdap1l1","ganglioside-induced differentiation-associated protein 1-like 1",228858,-4.60836902470289,-1.15837758825118,17.672393164725,0.000239466917932906,0.00611062777923983,"down"
"ENSMUSG00000021902","Phf7","PHD finger protein 7",71838,-1.05251861995249,3.26531840211021,17.6606190506852,0.000240378019217862,0.00611945601150794,"down"
"ENSMUSG00000038028","Tigar","Trp53 induced glycolysis regulatory phosphatase",319801,1.08856998347517,4.46916147971048,17.644902466206,0.000241600007801995,0.00611945601150794,"up"
"ENSMUSG00000003549","Ercc1","excision repair cross-complementing rodent repair deficiency, complementation group 1",13870,-1.422227043702,2.68480163100414,17.6383976156995,0.000242107722588575,0.00611945601150794,"down"
"ENSMUSG00000028104","Polr3gl","polymerase (RNA) III (DNA directed) polypeptide G like",69870,-1.12983623440117,3.64418840284174,17.6365663443015,0.000242250863312945,0.00611945601150794,"down"
"ENSMUSG00000098234","Snhg6","small nucleolar RNA host gene 6",73824,-1.39359205905421,3.89044659077557,17.6337524144779,0.000242470990558274,0.00611945601150794,"down"
"ENSMUSG00000045636","Mtus1","mitochondrial tumor suppressor 1",102103,1.43948138528778,7.386828893749,17.6325823837871,0.000242562582653172,0.00611945601150794,"up"
"ENSMUSG00000026208","Des","desmin",13346,-2.56406845799704,3.54838470748824,17.6293713138192,0.000242814142133949,0.00611945601150794,"down"
"ENSMUSG00000039103","Nexn","nexilin",68810,-2.26888382125452,0.942845917537051,17.6277207754023,0.00024294355663252,0.00611945601150794,"down"
"ENSMUSG00000072893","4933439C10Rik","RIKEN cDNA 4933439C10 gene",74476,-1.85348740114599,3.28403394914206,17.6235396034162,0.000243271723625229,0.00611945601150794,"down"
"ENSMUSG00000002496","Tsc2","TSC complex subunit 2",22084,0.709968520164273,5.80532456911107,17.6178197956609,0.000243721425438764,0.00611985996504047,"up"
"ENSMUSG00000019370","Calm3","calmodulin 3",12315,0.867470763518191,6.07814397257764,17.6135657724265,0.000244056464096006,0.00611985996504047,"up"
"ENSMUSG00000038368","Focad","focadhesin",230393,0.906015235084598,3.50306386096939,17.5985407945989,0.000245243771073422,0.00613996315534922,"up"
"ENSMUSG00000037805","Rpl10a","ribosomal protein L10A",19896,-1.05799777768664,6.30839888619538,17.5762332988012,0.00024701802788545,0.0061746751303297,"down"
"ENSMUSG00000081255","Gm5380","chaperonin containing Tcp1, subunit 7 (eta) pseudogene",385326,-4.33847886145383,-2.13675902799646,17.5545040437061,0.00024875956860314,0.00620036453813047,"down"
"ENSMUSG00000004665","Cnn2","calponin 2",12798,-1.65151942739098,3.84063761396743,17.5536967255589,0.000248824526776699,0.00620036453813047,"down"
"ENSMUSG00000041303","Gtf3c3","general transcription factor IIIC, polypeptide 3",98488,1.04563167939037,4.00099971926768,17.5412558198628,0.000249827852268606,0.00621445331543617,"up"
"ENSMUSG00000051355","Commd1","COMM domain containing 1",17846,-1.42620051984572,4.72824688886362,17.5343304880809,0.000250388245468408,0.00621445331543617,"down"
"ENSMUSG00000040690","Col16a1","collagen, type XVI, alpha 1",107581,-1.21048153393397,2.75441224563266,17.5322018736062,0.00025056076295359,0.00621445331543617,"down"
"ENSMUSG00000034738","Nostrin","nitric oxide synthase trafficker",329416,1.43162549688455,4.44100797994071,17.5163622747183,0.000251848533286909,0.00623667837562591,"up"
"ENSMUSG00000027408","Cpxm1","carboxypeptidase X 1 (M14 family)",56264,-3.12067546314036,1.91988430269824,17.5021945763069,0.000253006407103882,0.00625562270235266,"down"
"ENSMUSG00000035284","Vps13c","vacuolar protein sorting 13C",320528,1.22364186333535,5.07314457850241,17.4851460109784,0.000254407316514644,0.006280508063353,"up"
"ENSMUSG00000058076","Sdhc","succinate dehydrogenase complex, subunit C, integral membrane protein",66052,-0.67428775475698,7.80817560071193,17.4616701140008,0.000256350036437452,0.00631867125416958,"down"
"ENSMUSG00000031328","Flna","filamin, alpha",192176,-2.11733842629827,6.38093624005896,17.4526283413817,0.000257102527153135,0.00632742432744879,"down"
"ENSMUSG00000030983","Bccip","BRCA2 and CDKN1A interacting protein",66165,-0.779872873975223,6.1384244059871,17.4367063488524,0.000258433395545812,0.00635036258838883,"down"
"ENSMUSG00000033059","Pygb","brain glycogen phosphorylase",110078,1.31706884959268,4.37774543969902,17.413255249028,0.000260407105326966,0.00638900206182015,"up"
"ENSMUSG00000019866","Crybg1","crystallin beta-gamma domain containing 1",11630,1.15003737054527,4.93241671887481,17.3801287701577,0.000263222788343706,0.00644814839814897,"up"
"ENSMUSG00000085793","Lin52","lin-52 homolog (C. elegans)",217708,-1.15466270815047,2.71044010420527,17.3707371497821,0.000264027000038036,0.0064579138580732,"down"
"ENSMUSG00000032322","Pstpip1","proline-serine-threonine phosphatase-interacting protein 1",19200,-2.634287832947,1.49382340684605,17.3644478858903,0.000264567031326959,0.0064611976070846,"down"
"ENSMUSG00000038650","Rnh1","ribonuclease/angiogenin inhibitor 1",107702,0.693260510386753,7.28364415651449,17.3573598310777,0.000265177075138764,0.00646244703518145,"up"
"ENSMUSG00000033386","Frrs1","ferric-chelate reductase 1",20321,0.686474747394229,5.30379120519566,17.3544273686152,0.000265429903975926,0.00646244703518145,"up"
"ENSMUSG00000020277","Pfkl","phosphofructokinase, liver, B-type",18641,1.12002610555588,5.5240651680839,17.3365093829281,0.000266980384652565,0.00649027277072182,"up"
"ENSMUSG00000037405","Icam1","intercellular adhesion molecule 1",15894,1.21577183296784,5.00712264776159,17.3186808836791,0.000268532791742897,0.00651403814881956,"up"
"ENSMUSG00000026638","Irf6","interferon regulatory factor 6",54139,1.34069332688606,5.3382673816887,17.3158957985856,0.000268776176836931,0.00651403814881956,"up"
"ENSMUSG00000040354","Mars1","methionine-tRNA synthetase 1",216443,0.973399115858067,6.05216919123658,17.2771542731655,0.000272186460887931,0.0065826698328143,"up"
"ENSMUSG00000020869","Lrrc59","leucine rich repeat containing 59",98238,1.00066593763279,6.73367795444019,17.2743534342315,0.000272434806244088,0.0065826698328143,"up"
"ENSMUSG00000026281","Dtymk","deoxythymidylate kinase",21915,-0.846086422526981,4.42479422475638,17.2436783708017,0.000275170712897051,0.00663870191130264,"down"
"ENSMUSG00000028898","Trnau1ap","tRNA selenocysteine 1 associated protein 1",71787,-0.787337777095584,4.63291068189954,17.2384579895123,0.000275639252938456,0.0066399452716173,"down"
"ENSMUSG00000032528","Vipr1","vasoactive intestinal peptide receptor 1",22354,1.225424557442,4.98628845407447,17.2235680129538,0.000276980378547144,0.0066621730628492,"up"
"ENSMUSG00000034156","Tspoap1","TSPO associated protein 1",207777,-2.98432316999111,0.257142302477806,17.2137986535041,0.000277864106198261,0.00666534290260321,"down"
"ENSMUSG00000001482","Def8","differentially expressed in FDCP 8",23854,1.15083927771106,5.79897463652968,17.2128579449247,0.00027794936176151,0.00666534290260321,"up"
"ENSMUSG00000018841","Rad51d","RAD51 paralog D",19364,0.821226644425136,3.50062882768565,17.1978374251755,0.000279314474921934,0.00668800659275483,"up"
"ENSMUSG00000002825","Qtrt1","queuine tRNA-ribosyltransferase catalytic subunit 1",60507,-1.48025635797551,2.51655436420233,17.173908044346,0.000281504168007256,0.00672755905762409,"down"
"ENSMUSG00000019874","Fabp7","fatty acid binding protein 7, brain",12140,-2.1112291852999,3.22124943873763,17.1705672777566,0.00028181133526567,0.00672755905762409,"down"
"ENSMUSG00000042476","Abcb4","ATP-binding cassette, sub-family B (MDR/TAP), member 4",18670,1.56447175900833,8.31485349199556,17.1589580850646,0.000282881549657168,0.00673746442135868,"up"
"ENSMUSG00000047090","Tmem198b","transmembrane protein 198b",73827,-1.01689717387664,2.7656084692948,17.1548892754532,0.000283257673848653,0.00673746442135868,"down"
"ENSMUSG00000030981","Mmp21","matrix metallopeptidase 21",214766,-4.20526536926681,-1.4707943310514,17.1523179628957,0.000283495645438066,0.00673746442135868,"down"
"ENSMUSG00000022946","Dop1b","DOP1 leucine zipper like protein B",70028,1.11311554250521,5.82351060893872,17.1465563140365,0.000284029659397247,0.00674009577732096,"up"
"ENSMUSG00000070225","n-R5s33","nuclear encoded rRNA 5S 33",115488675,-4.32149743276761,-1.39148454721621,17.1309064970878,0.000285485617424188,0.00676094078175317,"down"
"ENSMUSG00000044952","Kctd21","potassium channel tetramerisation domain containing 21",622320,1.24087058962604,2.60494033043879,17.1262397516054,0.000285921333239988,0.00676094078175317,"up"
"ENSMUSG00000026414","Tnnt2","troponin T2, cardiac",21956,-4.25525635105911,0.436081220096774,17.1234528033313,0.000286181880732377,0.00676094078175317,"down"
"ENSMUSG00000048833","Slc39a9","solute carrier family 39 (zinc transporter), member 9",328133,0.792861533757745,6.11904725651135,17.1111559036888,0.000287334551340178,0.00677009945844861,"up"
"ENSMUSG00000041688","Amot","angiomotin",27494,1.14774042572576,3.4396182279278,17.108719143429,0.000287563557300384,0.00677009945844861,"up"
"ENSMUSG00000017146","Brca1","breast cancer 1, early onset",12189,1.49297487544693,3.29586744296473,17.1038635057933,0.00028802047402864,0.00677009945844861,"up"
"ENSMUSG00000022579","Gpihbp1","GPI-anchored HDL-binding protein 1",68453,-1.46450501220917,4.77781885165676,17.1012124848201,0.000288270265203049,0.00677009945844861,"down"
"ENSMUSG00000033478","Fam160b1","family with sequence similarity 160, member B1",226252,0.889273884940199,5.65211509998792,17.0905411885486,0.000289278121766572,0.00678294489328613,"up"
"ENSMUSG00000042918","Mamstr","MEF2 activating motif and SAP domain containing transcriptional regulator",74490,-2.91961308992092,-0.219375018574996,17.0864112673375,0.000289669190946089,0.00678294489328613,"down"
"ENSMUSG00000041444","Arhgap32","Rho GTPase activating protein 32",330914,1.57626259750335,3.98493633345015,17.0717532661763,0.000291061778017999,0.00680554580232099,"up"
"ENSMUSG00000068270","Shroom4","shroom family member 4",208431,2.34618895816488,2.31618228173701,17.064135293949,0.000291788367043873,0.00681253103876772,"up"
"ENSMUSG00000022521","Crebbp","CREB binding protein",12914,0.84215327585146,5.35238568190399,17.0506223174512,0.000293082014477011,0.00682807223761974,"up"
"ENSMUSG00000038587","Akap12","A kinase (PRKA) anchor protein (gravin) 12",83397,-2.822203402543,2.88833058256036,17.0447046818728,0.000293650472427468,0.00682807223761974,"down"
"ENSMUSG00000013419","Zfp651","zinc finger protein 651",270210,-2.13348571257269,1.1798178067786,17.0437689523963,0.000293740468678611,0.00682807223761974,"down"
"ENSMUSG00000068917","Clk2","CDC-like kinase 2",12748,-1.59104922194126,5.01254021243173,17.0315876167066,0.000294914751033938,0.00683594771731741,"down"
"ENSMUSG00000069729","Arid1b","AT rich interactive domain 1B (SWI-like)",239985,1.05530852023275,4.96744418549765,17.0313480720229,0.000294937893725872,0.00683594771731741,"up"
"ENSMUSG00000038916","Soga3","SOGA family member 3",67412,5.80490032411733,-1.83984435882464,17.3851831480409,0.000295698083669132,0.0068436055032901,"up"
"ENSMUSG00000047284","Neurl4","neuralized E3 ubiquitin protein ligase 4",216860,-1.07296840042982,5.13645123267648,17.0040940403223,0.00029758373256745,0.00687725076004574,"down"
"ENSMUSG00000021112","Mpp5","membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)",56217,1.4785528163908,4.8211725353066,16.9977307774234,0.000298205150555137,0.00688162407578181,"up"
"ENSMUSG00000029776","Hibadh","3-hydroxyisobutyrate dehydrogenase",58875,-0.977336863383345,8.53454988122318,16.9821032057008,0.000299737224326913,0.00690696935304985,"down"
"ENSMUSG00000001016","Ilf2","interleukin enhancer binding factor 2",67781,-0.701990523628483,4.70119887657319,16.971286608942,0.000300802602585304,0.00690948315525764,"down"
"ENSMUSG00000045411","2410002F23Rik","RIKEN cDNA 2410002F23 gene",668661,-1.33557780688534,4.20724633770926,16.9704809493753,0.000300882118639793,0.00690948315525764,"down"
"ENSMUSG00000047507","Baiap3","BAI1-associated protein 3",545192,-3.05684227589148,0.908128824351782,16.9677876074428,0.000301148107124838,0.00690948315525764,"down"
"ENSMUSG00000031660","Brd7","bromodomain containing 7",26992,-0.652647118316854,5.34466383021057,16.9615253193646,0.00030176753485638,0.00691373303240019,"down"
"ENSMUSG00000038717","Atp5l","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G",27425,-1.56998855167672,2.8635964644677,16.9405887498334,0.000303848422094964,0.00694517678236132,"down"
"ENSMUSG00000037262","Kin","Kin17 DNA and RNA binding protein",16588,-1.5524956242706,3.93469001568342,16.9389462394366,0.000304012322885502,0.00694517678236132,"down"
"ENSMUSG00000063382","Bcl9l","B cell CLL/lymphoma 9-like",80288,1.08518499323536,5.75275600579537,16.9335829939708,0.00030454816621856,0.00694745050243285,"up"
"ENSMUSG00000033107","Rnf125","ring finger protein 125",67664,3.00950944017497,5.16943368223726,16.9132385604622,0.000306590037020676,0.00697936473615789,"up"
"ENSMUSG00000061755","Bod1l","biorientation of chromosomes in cell division 1-like",665775,0.928455485708328,4.78402439665671,16.909089387444,0.000307008273872635,0.00697936473615789,"up"
"ENSMUSG00000039960","Rhou","ras homolog family member U",69581,0.903746028260646,6.14377886817019,16.9065740726281,0.000307262116438277,0.00697936473615789,"up"
"ENSMUSG00000029127","Zbtb49","zinc finger and BTB domain containing 49",75079,-1.0795939940697,2.21169125801532,16.8919440881001,0.000308743038648664,0.00699636924828502,"down"
"ENSMUSG00000060600","Eno3","enolase 3, beta muscle",13808,-2.16104386643737,3.26721929436225,16.8878044610415,0.0003091634649505,0.00699636924828502,"down"
"ENSMUSG00000049382","Krt8","keratin 8",16691,1.03938289718769,8.67358352149065,16.8861772805,0.000309328892218342,0.00699636924828502,"up"
"ENSMUSG00000014767","Tbp","TATA box binding protein",21374,-0.814107404975947,3.96913195186057,16.8726354374428,0.000310709321872152,0.00701762344988691,"down"
"ENSMUSG00000020658","Efr3b","EFR3 homolog B",668212,-2.90728406165277,1.09386543753284,16.8610733920193,0.000311893178408837,0.00702879183133935,"down"
"ENSMUSG00000096959","4930509G22Rik","RIKEN cDNA 4930509G22 gene",105246071,-2.83679827721081,-0.600166239588341,16.8591882948305,0.000312086656079691,0.00702879183133935,"down"
"ENSMUSG00000051790","Nlgn2","neuroligin 2",216856,-2.15453079882391,2.49227478246419,16.837543822579,0.00031431741793244,0.007069034245393,"down"
"ENSMUSG00000030589","Rasgrp4","RAS guanyl releasing protein 4",233046,-3.17022250161686,0.317042290689096,16.8173230062192,0.000316416952077008,0.00710332070061302,"down"
"ENSMUSG00000063972","Nr6a1","nuclear receptor subfamily 6, group A, member 1",14536,-1.36519982557226,4.04827497990346,16.8142806981133,0.000316734139134287,0.00710332070061302,"down"
"ENSMUSG00000038552","Fndc4","fibronectin type III domain containing 4",64339,-1.72723198574964,5.02997774058114,16.7870286809151,0.00031959069803543,0.00715730335417461,"down"
"ENSMUSG00000034463","Scara3","scavenger receptor class A, member 3",219151,-2.36847300877925,3.00174687730362,16.7802465958846,0.00032030589441072,0.00716324544480602,"down"
"ENSMUSG00000024493","Lars","leucyl-tRNA synthetase",107045,0.613525078073832,5.34329173087468,16.7516939852666,0.000323335808418349,0.00721940556153851,"up"
"ENSMUSG00000007817","Zmiz1","zinc finger, MIZ-type containing 1",328365,0.680266320137573,5.77048177308712,16.7480576319939,0.000323723894425579,0.00721940556153851,"up"
"ENSMUSG00000050174","Nudt6","nudix (nucleoside diphosphate linked moiety X)-type motif 6",229228,-0.970447612981921,3.42630284964968,16.7349474513303,0.000325127229244973,0.00724056065911567,"down"
"ENSMUSG00000055805","Fmnl1","formin-like 1",57778,-2.1070531178039,2.79681897440651,16.7216383347433,0.00032655855350815,0.00725472309048284,"down"
"ENSMUSG00000027204","Fbn1","fibrillin 1",14118,-2.71210312411717,3.24660649745394,16.7205638950103,0.000326674399037631,0.00725472309048284,"down"
"ENSMUSG00000029826","Zc3hav1","zinc finger CCCH type, antiviral 1",78781,0.8853625636917,6.36237417035104,16.7109693089058,0.000327710844140474,0.00726760413822947,"up"
"ENSMUSG00000018541","Cwc25","CWC25 spliceosome-associated protein",67480,-1.10762107184237,3.93804250255233,16.7017027970685,0.000328715207491079,0.00727973887187824,"down"
"ENSMUSG00000016356","Col20a1","collagen, type XX, alpha 1",73368,-2.48201607764876,2.31553929832225,16.6948273164835,0.000329462555102472,0.00728102432164153,"down"
"ENSMUSG00000056148","Rdh9","retinol dehydrogenase 9",103142,3.12235958113693,1.89515664765993,16.6927585631986,0.000329687780939744,0.00728102432164153,"up"
"ENSMUSG00000009376","Met","met proto-oncogene",17295,1.92027074116395,6.26211140958576,16.683368304666,0.000330712185283024,0.00729353203083324,"up"
"ENSMUSG00000049922","Slc35c1","solute carrier family 35, member C1",228368,0.716288535551191,4.62306626964569,16.6728492347264,0.000331863801354033,0.00730378075416977,"up"
"ENSMUSG00000031728","Zfp821","zinc finger protein 821",75871,-1.60440385242532,2.24074871489481,16.6707486902486,0.000332094282862458,0.00730378075416977,"down"
"ENSMUSG00000025151","Maged1","MAGE family member D1",94275,0.784273278144632,6.75693300453452,16.6658671237436,0.000332630576285591,0.00730548505682134,"up"
"ENSMUSG00000005501","Usp40","ubiquitin specific peptidase 40",227334,0.839262692449024,5.38240145236633,16.6501759295723,0.000334360744240378,0.00731591139096469,"up"
"ENSMUSG00000039270","Megf9","multiple EGF-like-domains 9",230316,1.75390260251069,5.71805189960641,16.6495989673658,0.000334424546405939,0.00731591139096469,"up"
"ENSMUSG00000031734","Irx3","Iroquois related homeobox 3",16373,-3.06118663570225,-0.138616433641555,16.6462433489356,0.000334795880139162,0.00731591139096469,"down"
"ENSMUSG00000001786","Fbxo7","F-box protein 7",69754,0.957249128785405,5.14660099051925,16.6418905966261,0.000335278217879319,0.00731591139096469,"up"
"ENSMUSG00000022114","Spry2","sprouty RTK signaling antagonist 2",24064,-2.0982667154412,1.14058303285503,16.6368118257251,0.000335841952299708,0.00731591139096469,"down"
"ENSMUSG00000037211","Spry1","sprouty RTK signaling antagonist 1",24063,-1.47226886898911,2.81548631028918,16.6349879122862,0.000336044652143591,0.00731591139096469,"down"
"ENSMUSG00000030616","Sytl2","synaptotagmin-like 2",83671,-1.93843652357039,0.920307323561796,16.6285705993546,0.00033675888413252,0.00731591139096469,"down"
"ENSMUSG00000041747","Utp15","UTP15 small subunit processome component",105372,-0.99178828065167,3.96890721034916,16.6270642760118,0.000336926770916336,0.00731591139096469,"down"
"ENSMUSG00000042628","Zfyve1","zinc finger, FYVE domain containing 1",217695,1.16529324816372,6.65782117180815,16.6242524364933,0.000337240404507196,0.00731591139096469,"up"
"ENSMUSG00000025104","Hdgfl3","HDGF like 3",29877,-1.9316201393355,0.41818516431967,16.616783968581,0.00033807496582222,0.007319346913136,"down"
"ENSMUSG00000044083","Efcab8","EF-hand calcium binding domain 8",100504221,-3.2494003186053,-0.586958133247448,16.6051569069655,0.000339378652067636,0.007319346913136,"down"
"ENSMUSG00000040123","Zmym5","zinc finger, MYM-type 5",219105,-0.970705871042624,5.46625156889023,16.6015675927062,0.000339782196031665,0.007319346913136,"down"
"ENSMUSG00000084957","Bbip1","BBSome interacting protein 1",100503572,-0.927675512328323,3.91043563740102,16.5996303449749,0.00034000021380112,0.007319346913136,"down"
"ENSMUSG00000071073","Lrrc73","leucine rich repeat containing 73",224813,-3.74619910553072,-0.138705854463092,16.5993594644289,0.000340030710673784,0.007319346913136,"down"
"ENSMUSG00000034161","Scx","scleraxis",20289,-5.7535014500245,-1.70614365717061,16.943744420908,0.000340156799329312,0.007319346913136,"down"
"ENSMUSG00000034765","Dusp5","dual specificity phosphatase 5",240672,-2.25474850056141,2.67995608199806,16.564903878363,0.000343933960051124,0.00738263331253614,"down"
"ENSMUSG00000018322","Tomm34","translocase of outer mitochondrial membrane 34",67145,-1.05999185630505,4.30684666284094,16.5641031419272,0.000344025241342826,0.00738263331253614,"down"
"ENSMUSG00000019779","Frk","fyn-related kinase",14302,1.63926497564007,2.98389320078457,16.5541847981614,0.000345158062537694,0.00739556761196871,"up"
"ENSMUSG00000037646","Vps13b","vacuolar protein sorting 13B",666173,1.43414785572461,5.33322507144054,16.5507012518,0.000345556886472695,0.00739556761196871,"up"
"ENSMUSG00000032290","Ptpn9","protein tyrosine phosphatase, non-receptor type 9",56294,1.17719481734151,4.74376876614082,16.5390848712376,0.000346890408081013,0.00741414223875701,"up"
"ENSMUSG00000029328","Hnrnpdl","heterogeneous nuclear ribonucleoprotein D-like",50926,-1.04314331755881,6.42530302508278,16.5295761231263,0.000347986100657852,0.0074142624126616,"down"
"ENSMUSG00000026107","Nabp1","nucleic acid binding protein 1",109019,-2.02176473958963,5.80220334972818,16.5291598201558,0.000348034156209509,0.0074142624126616,"down"
"ENSMUSG00000051232","Tmem199","transmembrane protein 199",195040,-1.01825157534137,4.20732853397215,16.5269191590405,0.00034829292750555,0.0074142624126616,"down"
"ENSMUSG00000052253","Zfp622","zinc finger protein 622",52521,-1.05280449355947,5.21815349980047,16.5193131010855,0.00034917288691953,0.00742307059869115,"down"
"ENSMUSG00000037514","Pank2","pantothenate kinase 2",74450,-0.789108181412669,4.72075733899301,16.4910194883811,0.00035246728211249,0.00748311537743624,"down"
"ENSMUSG00000039853","Trim14","tripartite motif-containing 14",74735,2.15553086048039,3.45687888939229,16.4731835965005,0.000354561192668761,0.00751754709835509,"up"
"ENSMUSG00000053137","Mapk11","mitogen-activated protein kinase 11",19094,-2.03422710191746,1.49687184349665,16.4676205427485,0.000355217022492736,0.0075214370334466,"down"
"ENSMUSG00000033909","Usp36","ubiquitin specific peptidase 36",72344,-0.963455020666954,5.12318251217943,16.4524338925297,0.000357014033082328,0.00752412711083548,"down"
"ENSMUSG00000091387","Gcnt4","glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase)",218476,1.75443644547225,2.51959931647899,16.4515636021542,0.000357117308895318,0.00752412711083548,"up"
"ENSMUSG00000003882","Il7r","interleukin 7 receptor",16197,-2.30205140363828,0.430725979856456,16.4495450476214,0.00035735697090714,0.00752412711083548,"down"
"ENSMUSG00000037049","Smpd1","sphingomyelin phosphodiesterase 1, acid lysosomal",20597,1.28462481303971,5.59604773295683,16.448945568492,0.000357428180093004,0.00752412711083548,"up"
"ENSMUSG00000040964","Arhgef10l","Rho guanine nucleotide exchange factor (GEF) 10-like",72754,1.03377191170274,4.94992176839355,16.4466018322065,0.000357706727557775,0.00752412711083548,"up"
"ENSMUSG00000019066","Rab3d","RAB3D, member RAS oncogene family",19340,1.69539859180797,5.0347388909114,16.4287266844379,0.000359838843625023,0.00755898932327341,"up"
"ENSMUSG00000046714","Foxc2","forkhead box C2",14234,-6.70186254116114,-1.38957461392195,16.7531901262596,0.00036153623865045,0.00758463969437564,"down"
"ENSMUSG00000036770","Stpg3","sperm tail PG rich repeat containing 3",74472,-6.51438661264164,-1.12903384551625,19.5519644817098,0.000362204645086245,0.00758866389961615,"down"
"ENSMUSG00000019820","Utrn","utrophin",22288,1.16579245457997,5.36772440144219,16.3375723747196,0.000370926282429356,0.00775580725085894,"up"
"ENSMUSG00000029730","Mcm7","minichromosome maintenance complex component 7",17220,-1.02492629602797,4.4279856301296,16.3347624728968,0.00037127384760049,0.00775580725085894,"down"
"ENSMUSG00000006342","Susd2","sushi domain containing 2",71733,-1.33484663531319,2.31497220056272,16.3317763584346,0.00037164359306697,0.00775580725085894,"down"
"ENSMUSG00000071652","Ints5","integrator complex subunit 5",109077,-1.00090564320946,3.80810858912855,16.3198848044058,0.000373119958736788,0.00777642552744225,"down"
"ENSMUSG00000028845","Tekt2","tektin 2",24084,-4.01200954523052,0.840132266547682,16.3156743643011,0.000373644206625734,0.00777717215960988,"down"
"ENSMUSG00000022383","Ppara","peroxisome proliferator activated receptor alpha",19013,2.96305980839447,5.89631123990261,16.3080509453611,0.000374595426655652,0.00777752098098634,"up"
"ENSMUSG00000028514","Usp24","ubiquitin specific peptidase 24",329908,1.11084145268063,6.4327429358542,16.3077113809847,0.000374637856711457,0.00777752098098634,"up"
"ENSMUSG00000040274","Cdk6","cyclin-dependent kinase 6",12571,1.26035853816468,5.16477301978199,16.3020759424281,0.000375342784864158,0.00778200932733331,"up"
"ENSMUSG00000008305","Tle1","transducin-like enhancer of split 1",21885,0.952688034261505,6.14219656151346,16.2908657986014,0.000376749290149838,0.00779523304606235,"up"
"ENSMUSG00000023927","Satb1","special AT-rich sequence binding protein 1",20230,-2.55914460122005,0.414181978772114,16.2876962839895,0.000377147987654,0.00779523304606235,"down"
"ENSMUSG00000087590","Epb41l4aos","erythrocyte membrane protein band 4.1 like 4a, opposite strand",69749,-1.77876110276539,3.15951063614294,16.2853036018844,0.000377449267004589,0.00779523304606235,"down"
"ENSMUSG00000032841","Prr5l","proline rich 5 like",72446,1.3571883096684,1.55582305447165,16.2649348717787,0.000380024544886789,0.00783004888395774,"up"
"ENSMUSG00000017677","Wsb1","WD repeat and SOCS box-containing 1",78889,-2.08938011671434,5.92993986262586,16.2641941083994,0.000380118557263037,0.00783004888395774,"down"
"ENSMUSG00000028607","Cpt2","carnitine palmitoyltransferase 2",12896,1.13937412227758,7.69520426461817,16.235707271172,0.000383752952167051,0.00789096995437574,"up"
"ENSMUSG00000029379","Cxcl3","chemokine (C-X-C motif) ligand 3",330122,-6.25890402541536,-1.27674919061088,18.4204023991578,0.000384067180471092,0.00789096995437574,"down"
"ENSMUSG00000027933","Ints3","integrator complex subunit 3",229543,0.664794983546997,5.030264603322,16.2137842570301,0.000386575376408955,0.00792845233630641,"up"
"ENSMUSG00000005069","Pex5","peroxisomal biogenesis factor 5",19305,0.834268874755498,7.08299120276634,16.2113715024176,0.000386887362011561,0.00792845233630641,"up"
